_id,drug,structure,transporter,species,geneName,geneId,type,place,method,experimentalSystem,dose,route,substanceMeasured,concomitant,time,comment,parameterType,parameter,value,units,reference,source,sourceLink,year,TransporterInfo_id,fullname,structurelink
ISTE024346,Lurasidone Hydrochloride,Cl.[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=C1C=CC=C3)C2=O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,120 mg once daily on days 6-14,Oral,Digoxin,[Digoxin],,AUC(0-24h),AUC,AUC increase,13,%,DOI:10.1515/dmdi20140005   ISSN:07925077   JOURNAL:Drug Metabolism and Drug Interactions   PAGES:191   VOLUME:29,Literature,http://dx.doi.org/10.1515/dmdi-2014-0005,2014,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024347,Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"12.5 mg/d for 2 days, then 25 mg qd for 12 days",Oral,Digoxin,[Digoxin],,AUC(0-24),AUC,AUC increase,14,%,"FDA approval package document: Administrative documents 020297 Part 03, page:60 PDF 2287k",FDA approval package document,,1995,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024348,Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,25 mg qd for 14 days,Oral,Digoxin,[Digoxin],,steady-state,AUC,AUC increase,14,%,"FDA approval package document: Administrative documents 020297, page:20 PDF 2154k",FDA approval package document,,1995,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024349,Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,25 mg qd for 14 days,Oral,Digoxin,[Digoxin],,steady-state,AUC,AUC increase,14,%,"FDA approval package document: Administrative documents 020297, page:58 PDF 2103k",FDA approval package document,,1995,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024350,Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"12.5 mg/d for 2 days, then 25 mg/d for 12 days",Oral,Digoxin,[Digoxin],,AUC(0-24),AUC,AUC increase,14,%,"FDA approval package document: Medical/Clinical Review 020297 Part 01, page:9 PDF 1734k",FDA approval package document,,1993,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024351,Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,25 mg qd for 14 days,Oral,Digoxin,[Digoxin],,steady-state,AUC,AUC increase,14,%,"FDA approval package document: Printed Labeling 020297/S-007, page:5 PDF 993k",FDA approval package document,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024352,Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,25 mg qd for 14 days,Oral,Digoxin,[Digoxin],,steady-state,AUC,AUC increase,14,%,"FDA approval package document: Printed Labeling 020297/S-009, page:5 PDF 1108k",FDA approval package document,,2003,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024353,Carvedilol Phosphate,O.OP(O)(O)=O.COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,25 mg qd for 14 days,Oral,Digoxin,[Digoxin],,steady-state,AUC,AUC increase,14,%,"FDA approval package document: Medical/Clinical Review 022012/S-000 Part 01, page:75 PDF 7285k",FDA approval package document,,2006,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024354,Carvedilol Phosphate,O.OP(O)(O)=O.COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,25 mg qd for 14 days,Oral,Digoxin,[Digoxin],,steady-state,AUC,AUC increase,14,%,"FDA approval package document: Printed Labeling 022012/S-000, page:4 PDF 2158k",FDA approval package document,,2006,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024359,Atorvastatin Calcium,[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(C2=CC=CC=C2)=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,80 mg QD for 14 days,Oral,Digoxin,[Digoxin],,,AUC,AUC increase,15,%,"FDA approval package document: Label 020702/S-060, page:14 PDF 744k",FDA approval package document,,2012,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024360,Nefazodone Hydrochloride,Cl.CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,200 mg BID for 9 days,Oral,Digoxin,[Digoxin],,AUC(TAU),AUC,AUC increase,15,%,"FDA approval package document: Medical Officer Review 020152, page:3 PDF 856k",FDA approval package document,,1994,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024361,Nefazodone Hydrochloride,Cl.CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,200 mg BID for 9 days,Oral,Digoxin,[Digoxin],,AUC(TAU),AUC,AUC increase,15,%,"FDA approval package document: Medical Officer Review 020152, page:8 PDF 856k",FDA approval package document,,1994,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024362,Nefazodone Hydrochloride,Cl.CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,200 mg BID for 9 days,Oral,Digoxin,[Digoxin],,,AUC,AUC increase,15,%,"FDA approval package document: Printed Labeling 020152/S-009, S-010, page:10 PDF 1750k",FDA approval package document,,1997,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024370,Entrectinib,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=C2C=C(CC2=CC(F)=CC(F)=C2)C=C3)C(NC2CCOCC2)=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,600 mg,Oral,Digoxin,[Digoxin],,compared to concomitant drug alone,AUC,AUC increase,18,%,"FDA approval package document: Label 212725/S-001, page:17 PDF 1036k",FDA approval package document,,2019,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024371,Entrectinib,CN1CCN(CC1)C1=CC=C(C(=O)NC2=NNC3=C2C=C(CC2=CC(F)=CC(F)=C2)C=C3)C(NC2CCOCC2)=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,600 mg,Oral,Digoxin,[Digoxin],,compared to concomitant drug alone,AUC,AUC increase,18,%,"FDA approval package document: Label 212726/S-001, page:17 PDF 1034k",FDA approval package document,,2019,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024373,Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,25 mg,Oral,Digoxin,[Digoxin],,AUC(0-48),AUC,AUC increase,19,%,"FDA approval package document: Administrative documents 020297 Part 03, page:60 PDF 2287k",FDA approval package document,,1995,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024374,Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,25 mg,Oral,Digoxin,[Digoxin],,AUC(0-tau),AUC,AUC increase,19,%,"FDA approval package document: Administrative documents 020297 Part 04, page:68 PDF 1941k",FDA approval package document,,1995,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024375,Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,25 mg,Oral,Digoxin,[Digoxin],,AUC(0-48),AUC,AUC increase,19,%,"FDA approval package document: Medical/Clinical Review 020297 Part 01, page:9 PDF 1734k",FDA approval package document,,1993,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024376,Carvedilol,COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,25 mg,Oral,Digoxin,[Digoxin],,AUC(0-tau),AUC,AUC increase,19,%,"FDA approval package document: Medical/Clinical Review 020297 Part 02, page:46 PDF 1538k",FDA approval package document,,1993,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024377,Gatifloxacin,COC1=C(N2CCNC(C)C2)C(F)=CC2=C1N(C=C(C(O)=O)C2=O)C1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"400 mg/d, 7 days",Oral,Digoxin,[Digoxin],,,AUC,AUC increase,19,%,"FDA approval package document: Label 021061/S-000; 021062/S-000, page:6 PDF 286k",FDA approval package document,,,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024378,Gatifloxacin,COC1=C(N2CCNC(C)C2)C(F)=CC2=C1N(C=C(C(O)=O)C2=O)C1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,400 mg/day for 7D,Oral,Digoxin,[Digoxin],,in 8 of 11 healthy volunteers,AUC,AUC increase,19,%,"FDA approval package document: Label 021061/S-024, S-023; 021062/S-026, S-027, S-037, page:11 PDF 673k",FDA approval package document,,2004,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024379,Gatifloxacin,COC1=C(N2CCNC(C)C2)C(F)=CC2=C1N(C=C(C(O)=O)C2=O)C1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"400 mg/d, 7 days",Oral,Digoxin,[Digoxin],,,AUC,AUC increase,19,%,"FDA approval package document: Other Important Information from FDA 021062/S-000; 021061/S-000; 021678/S-000, page:12 PDF 644k",FDA approval package document,,2006,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024380,Gatifloxacin,COC1=C(N2CCNC(C)C2)C(F)=CC2=C1N(C=C(C(O)=O)C2=O)C1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"400 mg/d, 7 days",Oral,Digoxin,[Digoxin],,,AUC,AUC increase,19,%,"FDA approval package document: Printed Labeling 021061, page:7 PDF 916k",FDA approval package document,,1999,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024381,Gatifloxacin,COC1=C(N2CCNC(C)C2)C(F)=CC2=C1N(C=C(C(O)=O)C2=O)C1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"400 mg/d, 7 days",Oral,Digoxin,[Digoxin],,,AUC,AUC increase,19,%,"FDA approval package document: Printed Labeling 021061/S-000; 021062/S-000, page:7 PDF 918k",FDA approval package document,,1999,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024382,Gatifloxacin,COC1=C(N2CCNC(C)C2)C(F)=CC2=C1N(C=C(C(O)=O)C2=O)C1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"400 mg/d, 7 days",Oral,Digoxin,[Digoxin],,,AUC,AUC increase,19,%,"FDA approval package document: Printed Labeling 021061/S-007; 021062/S-008 Part 01, page:9 PDF 1108k",FDA approval package document,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024383,Gatifloxacin,COC1=C(N2CCNC(C)C2)C(F)=CC2=C1N(C=C(C(O)=O)C2=O)C1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"400 mg/d, 7 days",Oral,Digoxin,[Digoxin],,,AUC,AUC increase,19,%,"FDA approval package document: Printed Labeling 021061/S-007; 021062/S-008 Part 02, page:10 PDF 1062k",FDA approval package document,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024384,Gatifloxacin,COC1=C(N2CCNC(C)C2)C(F)=CC2=C1N(C=C(C(O)=O)C2=O)C1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"400 mg/d, 7 days",Oral,Digoxin,[Digoxin],,,AUC,AUC increase,19,%,"FDA approval package document: Printed Labeling 021062/S-011, S-017; 021404/S-000; 021405/S-000; 021061/S-010, S-016, page:13 PDF 2667k",FDA approval package document,,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024385,Gatifloxacin,COC1=C(N2CCNC(C)C2)C(F)=CC2=C1N(C=C(C(O)=O)C2=O)C1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"400 mg/d, 7 days",Oral,Digoxin,[Digoxin],,,AUC,AUC increase,19,%,"FDA approval package document: Printed Labeling 021678/S-000, page:13 PDF 2842k",FDA approval package document,,2004,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024386,Rabeprazole Sodium,[Na+].COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3[N-]2)=NC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,,AUC,AUC increase,19,%,"FDA approval package document: Approval Package 020973/S-009 Part 01, page:18 PDF 829k",FDA approval package document,,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024393,Canagliflozin,O.CC1=C(CC2=CC=C(S2)C2=CC=C(F)C=C2)C=C(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,300 mg once daily for 7 days,Oral,Digoxin,[Digoxin],,,AUC,AUC increase,20,%,"EMA approval document: ANNEX I, page:8 PDF 557k",EMA approval document,,2020,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024394,Canagliflozin,O.CC1=C(CC2=CC=C(S2)C2=CC=C(F)C=C2)C=C(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,,AUC,AUC increase,20,%,"EMA approval document: Assessment Report EMA/374133/2013; EMEA/H/C/002649/0000, page:36 PDF 1815k",EMA approval document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024396,Tolvaptan,CC1=C(C=CC=C1)C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCCC(O)C2=C1C=CC(Cl)=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,,AUC,AUC increase,20,%,"FDA approval package document: Label 022275/S-007, page:10 PDF 717k",FDA approval package document,,2012,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024397,Tolvaptan,CC1=C(C=CC=C1)C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCCC(O)C2=C1C=CC(Cl)=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"60 mg/d, on Days 8-12",Oral,Digoxin,[Digoxin],,compared to concomitant drug alone,AUC,AUC increase,20,%,"FDA approval package document: Label 204441/S-000, page:13 PDF 469k",FDA approval package document,,2018,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024398,Tolvaptan,CC1=C(C=CC=C1)C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCCC(O)C2=C1C=CC(Cl)=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,,AUC,AUC increase,20,%,"FDA approval package document: Letter 022275/S-007, page:2 PDF 288k",FDA approval package document,,2012,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024403,Istradefylline,CCN1C(=O)N(CC)C2=C(N(C)C(/C=C/C3=CC=C(OC)C(OC)=C3)=N2)C1=O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,AUC(0-inf); compared to concomitant drug alone,AUC,AUC increase,21,%,"FDA approval package document: Label 022075/S-001, page:6 PDF 821k",FDA approval package document,,2019,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024427,Flibanserin,FC(F)(F)C1=CC=CC(=C1)N1CCN(CC1)CCN1C(=O)NC2=C1C=CC=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"100 mg/d, for 7 days",Oral,Digoxin,[Digoxin],,AUC(0-24),AUC,AUC increase,25,%,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022526/S-000 Part 03, page:51 PDF 23213k",FDA approval package document,,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024428,Flibanserin,FC(F)(F)C1=CC=CC(=C1)N1CCN(CC1)CCN1C(=O)NC2=C1C=CC=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"100 mg/d, for 7 days",Oral,Digoxin,[Digoxin],,AUC(0-24),AUC,AUC increase,25,%,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022526/S-000 Part 03, page:81 PDF 23213k",FDA approval package document,,2009,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024431,Isavuconazonium Sulfate,OS([O-])(=O)=O.CNCC(=O)OCC1=CC=CN=C1N(C)C(=O)OC(C)[N+]1=CN(C[C@@](O)([C@@H](C)C2=NC(=CS2)C2=CC=C(C=C2)C#N)C2=C(F)C=CC(F)=C2)N=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,200 mg/d,Oral,Digoxin,[Digoxin],,AUC(0-inf),AUC,AUC increase,25,%,"FDA approval package document: Review 207500/S-000; 207501/S-000 Part 06, page:9 PDF 6846k",FDA approval package document,,2014,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024437,Mirabegron,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,,AUC,AUC increase,27,%,"EMA approval document: ANNEX I, page:5 PDF 435k",EMA approval document,,2020,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024438,Mirabegron,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,100 mg qd,Oral,Digoxin,[Digoxin],,AUC(0-last),AUC,AUC increase,27,%,"EMA approval document: Assessment Report EMA/706651/2012; EMEA/H/C/002388, page:112 PDF 3434k",EMA approval document,,2012,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024439,Mirabegron,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,AUC(0-last),AUC,AUC increase,27,%,"EMA approval document: Assessment Report EMA/706651/2012; EMEA/H/C/002388, page:29 PDF 3434k",EMA approval document,,2012,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024446,Suvorexant,C[C@@H]1CCN(CCN1C(=O)C1=CC(C)=CC=C1N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"40 mg/d, for 11 days",Oral,Digoxin,[Digoxin],,AUC(0-last),AUC,AUC increase,27,%,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 204569/S-000, page:132 PDF 40405k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024448,Suvorexant,C[C@@H]1CCN(CCN1C(=O)C1=CC(C)=CC=C1N1N=CC=N1)C1=NC2=C(O1)C=CC(Cl)=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"40 mg/d, for 11 days",Oral,Digoxin,[Digoxin],,AUC(0-last),AUC,AUC increase,27,%,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 204569/S-000, page:296 PDF 40405k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
