_id,drug,structure,transporter,species,geneName,geneId,type,place,method,experimentalSystem,dose,route,substanceMeasured,concomitant,time,comment,parameterType,parameter,value,units,reference,source,sourceLink,year,TransporterInfo_id,fullname,structurelink
ISTE024634,Azilsartan Kamedoxomil,[K+].CCOC1=NC2=CC=CC(C(=O)OCC3=C(C)OC(=O)O3)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC([O-])N1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,80 mg QD,Oral,Digoxin,[Digoxin],,AUC(0-tau),AUC,AUC ratio,102.87,%,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 200796/S-000 Part 02, page:31 PDF 2223k",FDA approval package document,,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024637,Sarecycline Hydrochloride,Cl.[H][C@@]12CC3=C(CN(C)OC)C=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,150 mg,Oral,Digoxin,[Digoxin],,AUC(0-tau); steady-state; with/without parent ratio,AUC,AUC ratio,103.2,%,"FDA approval package document: Approval Package 209521 Part 05, page:12 PDF 3896k",FDA approval package document,,2018,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024638,Sarecycline Hydrochloride,Cl.[H][C@@]12CC3=C(CN(C)OC)C=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,150 mg,Oral,Digoxin,[Digoxin],,AUC(0-tau); steady-state; with/without parent ratio,AUC,AUC ratio,103.2,%,"FDA approval package document: Approval Package 209521/S-000 Part 04, page:12 PDF 3904k",FDA approval package document,,2018,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024639,Idelalisib,CC[C@H](NC1=C2N=CNC2=NC=N1)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"150 mg, bid, on Days 5-13, qd on Day 14",Oral,Digoxin,[Digoxin],,AUC(0-last),AUC,AUC ratio,104,%,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 205858/S-000 Part 01, page:37 PDF 8022k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024641,Vorapaxar Sulfate,OS(O)(=O)=O.[H][C@@]12C[C@@H](CC[C@@]1([H])[C@H](\C=C\C1=CC=C(C=N1)C1=CC=CC(F)=C1)[C@]1([H])[C@@H](C)OC(=O)[C@]1([H])C2)NC(=O)OCC,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"2.5 mg, on Days 1-6, 40 mg, on Day 7",Oral,Digoxin,[Digoxin],,AUC(0-t),AUC,AUC ratio,105,%,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 204886/S-000 Part 01, page:65 PDF 7820k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024642,Bosentan,COC1=CC=CC=C1OC1=C(OCCO)N=C(N=C1NS(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=NC=CC=N1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"500 mg BID, 7d",Oral,Digoxin,[Digoxin],d8,AUC(0-24h),AUC,AUC ratio,106,%,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 021290/S-000 Part 02, page:30 PDF 1519k",FDA approval package document,,2001,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024655,Canagliflozin,O.CC1=C(CC2=CC=C(S2)C2=CC=C(F)C=C2)C=C(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,300 mg on days 1-7,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,119.5,%,DOI:10.5414/CP202157   ISSN:09461965   JOURNAL:International Journal of Clinical Pharmacology and Therapeutics   PAGES:41   VOLUME:53,Literature,http://dx.doi.org/10.5414/CP202157,2015,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024656,Vandetanib,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=CC=C(Br)C=C3F)C2=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,300 mg,Oral,Digoxin,[Digoxin],,0-last,AUC,AUC ratio,123,%,DOI:10.1007/s40262141612   ISSN:03125963   JOURNAL:Clinical Pharmacokinetics   PAGES:837   VOLUME:53,Literature,http://dx.doi.org/10.1007/s40262-014-0161-2,2014,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024657,Idelalisib,CC[C@H](NC1=C2N=CNC2=NC=N1)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"150 mg, bid for 9 days, qd on Day 10",Oral,Digoxin,[Digoxin],,AUC(0-last),AUC,AUC ratio,124,%,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 206545/S-000, page:37 PDF 11574k",FDA approval package document,,2014,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024662,Neratinib Maleate,OC(=O)\C=C/C(O)=O.CCOC1=C(NC(O)\C=C\CN(C)C)C=C2C(=C1)N=CC(C#N)=C2NC1=CC=C(CC2=CC=CC=N2)C(Cl)=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"240 mg/d, multiple",Oral,Digoxin,[Digoxin],,with/without parent ratio; geometric mean,AUC,AUC ratio,132,%,"FDA approval package document: Approval Package 208051/S-000 Part 04, page:44 PDF 4053k",FDA approval package document,,2016,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024663,Neratinib Maleate,OC(=O)\C=C/C(O)=O.CCOC1=C(NC(O)\C=C\CN(C)C)C=C2C(=C1)N=CC(C#N)=C2NC1=CC=C(CC2=CC=CC=N2)C(Cl)=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"240 mg/d, multiple",Oral,Digoxin,[Digoxin],,AUC(0-tau); with/without parent ratio; geometric mean,AUC,AUC ratio,135,%,"FDA approval package document: Approval Package 208051/S-000 Part 04, page:44 PDF 4053k",FDA approval package document,,2016,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024664,Eliglustat Tartrate,O[C@H]([C@@H](O)C(O)=O)C(O)=O.CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)C1=CC=C2OCCOC2=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"100-150 mg, for 17 days",Oral,Digoxin,[Digoxin],,AUC(0-last),AUC,AUC ratio,148.6,%,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 205494/S-000, page:114 PDF 24157k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024665,Telaprevir,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"750 mg, on Days 8-23",Oral,Digoxin,[Digoxin],,AUC(0-inf),AUC,AUC ratio,184.7,%,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 201917/S-000 Part 04, page:10 PDF 4029k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024666,Telaprevir,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"750 mg, on Days 8-23",Oral,Digoxin,[Digoxin],,AUC(0-inf),AUC,AUC ratio,184.7,%,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 201917/S-000 Part 04, page:9 PDF 4029k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024669,Rucaparib Camsylate,[H][C@@]12CC[C@@](CS(O)(=O)=O)(C(=O)C1)C2(C)C.CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=CC(F)=CC(N1)=C23,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,600 mg,Oral,Digoxin,[Digoxin],,AUC(0-last); with/without parent geometric mean ratio,AUC,AUC ratio,1.2,dimensionless,"EMA approval document: Assessment Report EMA/902679/2019; EMEA/H/C/004272/II/0001, page:15 PDF 5694k",EMA approval document,,2018,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024675,Letermovir,COC1=CC=CC(=C1)N1CCN(CC1)C1=NC2=C(C=CC=C2F)[C@H](CC(O)=O)N1C1=C(OC)C=CC(=C1)C(F)(F)F,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,240 mg bid,Oral,Digoxin,[Digoxin],,with/without parent ratio,AUC,AUC ratio,0.88,fold,"FDA approval package document: Label 209939/S-001; 209940/S-001, page:17 PDF 752k",FDA approval package document,,2017,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024678,Ticlopidine Hydrochloride,Cl.ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"250 mg bid, 10 days",Oral,Digoxin,[Digoxin],,AUC(0-8h),AUC,AUC ratio,0.914,fold,"FDA approval package document: Approval Package 019979/S-009 Part 10, page:12 PDF 3930k",FDA approval package document,,1991,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024679,Aprepitant,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)NN2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"125 mg on D7, 80 mg on D8-11",Oral,Digoxin,[Digoxin],Day 11,,AUC,AUC ratio,0.93,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 021549/S-000, page:50 PDF 1956k",FDA approval package document,,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024685,Eslicarbazepine Acetate,CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=C1C=CC=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,0.96,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022416/S-000 Part 08, page:2 PDF 362k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024686,Eslicarbazepine Acetate,CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=C1C=CC=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,1200 mg QD for 8 days,Oral,Digoxin,[Digoxin],,AUC(0-tau),AUC,AUC ratio,0.96,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022416/S-000 Part 14, page:27 PDF 4324k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024687,Eslicarbazepine Acetate,CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=C1C=CC=C2,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,1200 mg QD for 8 days,Oral,Digoxin,[Digoxin],,AUC(0-tau),AUC,AUC ratio,0.96,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022416/S-000 Part 14, page:28 PDF 4324k",FDA approval package document,,2013,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024688,Silodosin,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=C(OCC(F)(F)F)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"4 mg, bid, on Days 9-16",Oral,Digoxin,[Digoxin],,AUC(0-24),AUC,AUC ratio,0.984,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022206/S-000, page:34 PDF 6148k",FDA approval package document,,2007,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024689,Silodosin,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=C(OCC(F)(F)F)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"4 mg, bid, on Days 9-16",Oral,Digoxin,[Digoxin],,AUC(0-24),AUC,AUC ratio,0.984,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022206/S-000, page:79 PDF 6148k",FDA approval package document,,2007,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024690,Silodosin,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=C(OCC(F)(F)F)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"4 mg, bid, on Days 9-16",Oral,Digoxin,[Digoxin],,AUC(0-24),AUC,AUC ratio,0.984,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022206/S-000, page:81 PDF 6148k",FDA approval package document,,2007,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024691,Silodosin,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=C(OCC(F)(F)F)C=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"4 mg, SS",Oral,Digoxin,[Digoxin],,AUC(0-inf),AUC,AUC ratio,0.984,fold,"FDA approval package document: Medical/Clinical Review 022206/S-000 Part 01, page:61 PDF 5541k",FDA approval package document,,2007,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024692,Aprepitant,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)NN2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"125 mg on D7, 80 mg on D8-11",Oral,Digoxin,[Digoxin],Day 7,,AUC,AUC ratio,0.99,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 021549/S-000, page:50 PDF 1956k",FDA approval package document,,2002,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024693,Dapagliflozin Propanediol,CC(O)CO.CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"20 mg on Day 1, 10 mg QD for Days 2-8",Oral,Digoxin,[Digoxin],,AUC(0-inf),AUC,AUC ratio,1,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 202293/S-000 Part 03, page:45 PDF 4526k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024696,Lefamulin Acetate,CC(O)=O.[H][C@@]12C(=O)CC[C@]11CC[C@@H](C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,600 mg,Oral,Digoxin,[Digoxin],,AUC(0-t); with/without parent ratio,AUC,AUC ratio,1,fold,"FDA approval package document: Approval Package 211672/S-000 Part 07, page:10 PDF 839k",FDA approval package document,,2019,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024698,Linagliptin,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,5 mg qd for 6 days,Oral,Digoxin,[Digoxin],,steady-state,AUC,AUC ratio,1.01,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 201280/S-000 Part 02, page:44 PDF 1538k",FDA approval package document,,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024699,Roflumilast,FC(F)OC1=CC=C(C=C1OCC1CC1)C(=O)NC1=C(Cl)C=NC=C1Cl,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,500 ug qd on days 1-14,Oral,Digoxin,[Digoxin],,AUC(0-inf),AUC,AUC ratio,1.01,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022522/S-000 Part 05, page:48 PDF 4852k",FDA approval package document,,2010,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024703,Lacosamide,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,200 mg BID,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,1.0241,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022253/S-000; 022254/S-000 Part 01, page:15 PDF 6072k",FDA approval package document,,2008,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024709,Saxagliptin Hydrochloride,Cl.[H][C@]12C[C@]3([H])C[C@](O)(C1)C[C@](C2)(C3)[C@H](N)C(=O)N1[C@@H](C[C@]2([H])C[C@]12[H])C#N,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,10 mg on Days 1-7,Oral,Digoxin,[Digoxin],,,AUC,AUC ratio,1.06,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 022350/S-000 Part 01, page:40 PDF 5032k",FDA approval package document,,2008,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024715,Fidaxomicin,[H][C@]1(C\C=C(C)\C=C(C)\[C@H](O[C@]2([H])OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]2O)[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(O)C(Cl)=C(O)C(Cl)=C3CC)[C@H](O)[C@@H]2OC)\C(=O)O1)[C@@H](C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"200 mg, Q12h, 6 days",Oral,Digoxin,[Digoxin],,AUC(0-3h),AUC,AUC ratio,1.08,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 201699/S-000 Part 02, page:33 PDF 752k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024716,Fidaxomicin,[H][C@]1(C\C=C(C)\C=C(C)\[C@H](O[C@]2([H])OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]2O)[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(O)C(Cl)=C(O)C(Cl)=C3CC)[C@H](O)[C@@H]2OC)\C(=O)O1)[C@@H](C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"200 mg, Q12h, Days 1-11",Oral,Digoxin,[Digoxin],,AUC(0-3h),AUC,AUC ratio,1.08,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 201699/S-000 Part 03, page:41 PDF 1205k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024719,Fidaxomicin,[H][C@]1(C\C=C(C)\C=C(C)\[C@H](O[C@]2([H])OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]2O)[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(O)C(Cl)=C(O)C(Cl)=C3CC)[C@H](O)[C@@H]2OC)\C(=O)O1)[C@@H](C)O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,"200 mg, Q12h, Days 1-11",Oral,Digoxin,[Digoxin],,AUC(0-24 h),AUC,AUC ratio,1.09,fold,"FDA approval package document: Clinical Pharmacology and Biopharmaceutics Review 201699/S-000 Part 03, page:41 PDF 1205k",FDA approval package document,,2011,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024720,Lefamulin Acetate,CC(O)=O.[H][C@@]12C(=O)CC[C@]11CC[C@@H](C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,,Oral,Digoxin,[Digoxin],,with/without parent ratio,AUC,AUC ratio,1.11,fold,"EMA approval document: ANNEX I, page:5 PDF 560k",EMA approval document,,2020,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
ISTE024721,Lefamulin Acetate,CC(O)=O.[H][C@@]12C(=O)CC[C@]11CC[C@@H](C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,MDR1,Human,ABCB1,5243,Inhibitor,In Vivo,In Vivo,Not applicable,600 mg,Oral,Digoxin,[Digoxin],,AUC(0-inf); with/without parent geometric mean ratio,AUC,AUC ratio,1.11,fold,"EMA approval document: Public Assessment Report EMA/325848/2020; EMEA/H/C/005048/0000, page:65 PDF 7576k",EMA approval document,,2020,IST129,Multidrug resistance protein 1,https://www.uniprot.org/uniprotkb/P08183/entry#structure
